,FLAG_TSUNAMI,YEAR,FOCAL_DEPTH,EQ_PRIMARY,INTENSITY,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,POPULATION
201,No,1967,60,6.8,9,COLOMBIA,"COLOMBIA:  HUILA, NEIVA, RIVERA,SAN ANTONIO",2.9,-74.9,160,98,2,,,,3,,,,,19837510
202,No,1967,80,6.8,9,INDONESIA,"INDONESIA:  JAVA:  DAMPIT,GONDANG,TRENGGALEK",-9.2,113.1,60,54,2,,300,3,3,2000,4,5000,4,105865571
203,Yes,1967,38,7,8,RUSSIA,RUSSIA:  KURIL ISLANDS,45.53,151.11,50,,,,,,,,,,,0
204,No,1967,30,6.3,7,CHINA,"CHINA:  HEBEI PROVINCE:  HEJIAN, DACHENG",38.5,116.5,30,,,,,,3,53886,4,,,754550000
205,Yes,1967,33,5.5,8,INDONESIA,INDONESIA:  MAKASSAR STRAIT,-3.7,119.3,170,58,2,,100,2,2,,2,,,105865571
206,Yes,1967,100,6.1,,INDONESIA,"INDONESIA-MALAYSIA:  N SUMATERA,MALAY PENINSULA",5.5,97.3,60,14,1,,,,3,2000,4,,,105865571
207,No,1967,55,5.9,,GREECE,GREECE,39.5,21.2,130,9,1,,,,2,,,,,8684088
208,No,1967,13,5,,ALGERIA,ALGERIA:  NEAR SIG,35.5,-0.1,15,10,1,,15,1,1,40,1,,,13275026
209,No,1967,4,7.3,10,TURKEY,"TURKEY:  MUDURNU, ADAPAZARI",40.7,30.8,140,86,2,,,,2,,,,,32477992
210,No,1967,8,6.2,,TURKEY,TURKEY:  TUNCELI,39.5,40.4,140,97,2,,,,3,,,,,32477992
211,No,1967,161,6.8,,COLOMBIA,COLOMBIA,6.8,-73,160,20,1,,,,3,,,,,19837510
212,Yes,1967,10,6.5,8,VENEZUELA,VENEZUELA,10.6,-67.3,90,300,3,,1536,4,4,,,,,0
213,No,1967,15,5.3,8,FRANCE,"FRANCE:  ARETTE,LANNE,MONTORY,ARAMITS,HAUX,SUNHAR",43.2,-0.5,120,1,1,,80,2,2,,3,,,50775794
214,Yes,1967,30,6.4,,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA,-4.4,152.5,170,,,,,,3,,,,,2596820
215,No,1967,10,6.8,9,CHINA,CHINA: SICHUAN PROVINCE,31.6,100.3,30,,,,,,4,,4,,,754550000
216,Yes,1967,40,7,,PERU,PERU:  OFF COAST,-10.6,-79.8,160,,,,,,,,,,,12386879
217,No,1967,65,7,,TAIWAN,TAIWAN:  HUALIEN,24.5,122.2,30,2,1,,,,2,23,1,,,0
218,Yes,1967,35,5.9,,CHILE,CHILE:  NORTHERN,-28.78,-71.19,160,,,,,,,,,,,9312095
219,No,1967,29,6.5,10,ALBANIA,ALBANIA,41.5,20.5,130,18,1,,,,3,,,,,1965598
220,No,1967,25,5.7,7,CHINA,CHINA:  HEBEI PROVINCE:  SHULU,37.717,115.217,30,,,,,,2,,1,,,754550000
221,No,1967,15,6.6,8,INDIA,INDIA,17.412,73.885,60,180,3,,,,1,,,,,520400576
222,No,1967,30,5.4,6,CHINA,CHINA:  SHANXI PROVINCE,36.467,111.217,30,,,,,,1,,1,,,754550000
223,Yes,1967,33,7.5,,CHILE,CHILE:  NORTHERN,-21.7,-69.5,160,1,1,,,3,2,,2,,,9312095
224,No,1968,5,4.6,,NICARAGUA,NICARAGUA:  MANAGUA,12.1,-86.2,100,,,,,,2,,,,,2264623
225,No,1968,33,6,,ITALY,ITALY:  SICILY,37.9,13.1,130,216,3,,563,3,4,,,,,53235750
226,No,1968,33,5.1,,ITALY,ITALY:  SICILY,37.8,13.2,130,8,1,,55,2,1,,,,,53235750
227,Yes,1968,40,7.3,,RUSSIA,RUSSIA:  KURIL ISLANDS,43.586,146.701,50,,,,,,,,,,,0
228,No,1968,74,7.8,8,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW IRELAND,-5.5,153.2,170,,,,,,1,,,,,2656633
229,Yes,1968,15,7.2,10,GREECE,GREECE:  AEGEAN SEA:  ST EUSTRATIOS,39.368,24.957,130,20,1,,18,1,1,500,3,1951,4,8740765
230,No,1968,3,6.3,,JAPAN,JAPAN:  KYUSHU,32,130.6,30,3,1,,,,2,,,,,101061000
231,No,1968,,4.9,8,ALGERIA,ALGERIA:  EL ALEN (BABORD),36.08,5.07,15,1,1,,4,1,2,100,2,,,13663583
232,No,1968,,7.6,,AZORES (PORTUGAL),AZORES,37.7,-29.4,130,,,,,,,,,,,0
233,No,1968,33,4.6,,KENYA,"KENYA:  HOMA BAY, USIRI, GOT KOKECH",-0.6,34.4,10,1,1,,1,1,1,,,,,10539894
234,Yes,1968,30,7.5,7,JAPAN,"JAPAN:  KYUSHU, SHIKOKU",32.3,132.5,30,1,1,,22,1,2,,2,,,101061000
235,Yes,1968,7,4.6,6,ITALY,ITALY:  LIGURIA,44.08,8,130,,,,,,,,,,,53235750
236,No,1968,34,5.3,7,IRAN,"IRAN:  MAKU,SHAH BANDALU,QURTA BOLAGH,QONDEQLI",39.2,44.3,140,38,1,,100,2,2,1000,2,,,0
237,No,1968,,,6,IRAN,"IRAN:  SIYAH,CHESHMEH,ZAVIEH,TAKHT-E-RAVAN-E-SOFLA",39.3,44.4,140,,,,,,3,,,,,0
238,Yes,1968,7,8.2,6,JAPAN,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,40.8,143.2,30,52,2,,330,3,3,689,3,,,101061000
239,Yes,1968,33,7.5,,JAPAN,JAPAN:  OFF COAST OF HONSHU ISLAND,41.5,142.7,30,,,,,,,,,,,101061000
240,No,1968,21,7.1,,NEW ZEALAND,NEW ZEALAND:  SOUTH ISLAND:  NW COAST,-41.7,172,170,3,1,,,,2,,,,,2748100
241,No,1968,65,7.7,,INDONESIA,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-2.9,139.3,170,,,,,,,,,,,108779924
242,No,1968,,5,7,ARMENIA,ARMENIA:  ZANGEZUR,39.1,46.1,40,,,,,,2,,,,,2401143
243,Yes,1968,44,7.2,,JAPAN,JAPAN:  SANRIKU,39.4,143.1,30,,,,,,,,,,,101061000
244,No,1968,33,7,,PERU,"PERU:  SAN MARTIN,MOYOBAMBA,YANTALO,RIOJA,LAMAS",-5.6,-77.2,160,15,1,,,,1,,,,,12735486
245,No,1968,32,5.3,,IRAN,"IRAN:  GHALEGH SEYED,KHESHT,KONAR TAKHTEH",29.8,51.2,140,,,,,,3,,,,,0
246,Yes,1968,60,7.3,,KERMADEC ISLANDS (NEW ZEALAND),"KERMADEC ISLANDS:  S OF, RAOUL",-30.8,-178.4,170,,,,,,1,,,,,0
247,Yes,1968,36,7.3,,PHILIPPINES,PHILIPPINES:  LUZON:  MANILA,16.5,122.2,170,270,3,,261,3,3,,1,,3,33795194
248,No,1968,36,7.5,7,MEXICO,"MEXICO:  OAXACA, GUERRERO",16.5,-97.8,150,18,1,,,,2,,,,,48431972
249,Yes,1968,10,,,JAPAN,JAPAN:  SEIKAIDO-NANKAIDO,33.3,132.2,30,,,,,,,,,,,101061000
250,Yes,1968,25,7.6,,INDONESIA,"INDONESIA:  MOLUCCA ISLANDS: MANADO, CELEBES",1.4,126.2,170,,,,,,1,,,,,108779924
251,Yes,1968,23,7.4,8,INDONESIA,"INDONESIA:  SULAWESI:  TAMBU,COAST OF MAPAGA",0.2,119.8,170,,,,,,,,,,,108779924
252,No,1968,13,7.3,10,IRAN,IRAN:  DASHT-E-BAYAZ,34,59,140,10488,4,,17000,4,4,12000,4,,,0
253,No,1968,24,5,8,ARMENIA,ARMENIA:  ZANGEZUR,39.1,46.2,40,,,,,,3,,,,,2401143
254,No,1968,15,6.5,,IRAN,IRAN:  FERDOW,34,58.2,140,700,3,,,,3,1500,4,,,0
255,Yes,1968,38,6.6,8,TURKEY,"TURKEY:  BARTIN, AMASRA, CAKRAZ",41.8,32.3,140,24,1,,200,3,3,2000,4,2000,4,33256464
256,No,1968,15,5.4,,IRAN,IRAN,33.9,58.2,140,,,,,,3,,,,,0
257,Yes,1968,107,6.2,9,VENEZUELA,VENEZUELA:  CARUPANO,10.5,-62.6,90,3,1,,,,2,,,,,0
258,No,1968,14,5.1,,TURKEY,TURKEY,39.2,40.1,140,2,1,,,,3,,,,,33256464
259,Yes,1968,114,5.7,,MEXICO,MEXICO-GUATEMALA:  S CHIAPAS,15.5,-92.7,150,20,1,,,,2,,,,,48431972
260,No,1968,516,7.5,,JAPAN,JAPAN:  BONIN ISLANDS,26.3,140.6,30,,,,,,,,,,,101061000
261,No,1968,5,6.9,9,AUSTRALIA,"AUSTRALIA:  MECKERING, NORTHAM, CUNDERDIN, YORK",-31.6,117,60,,,,,,2,,,,,12009000
262,No,1968,21,7.5,,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  N COAST, WEWAK, DAGUA",-3.4,143.3,170,,,,,,2,,,,,2656633
263,No,1968,17,5.3,,MONTENEGRO,BALKANS NW:  MONTENEGRO,42.1,19.3,130,1,1,,,,4,,,,,517481
264,No,1969,11,5.6,8,IRAN,IRAN:  NE KHURASAN PROVINCE,37.1,57.9,140,50,1,,,,2,,,,,0
265,No,1969,47,7.5,,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA ISABEL ISLAND,-7.9,158.9,170,,,,,,1,,,,,154830
266,No,1969,204,7.6,,JAPAN,JAPAN:  HOKKAIDO,45,143.2,30,,,,,,,,,,,103172000
267,No,1969,70,7.5,,INDONESIA,"INDONESIA:  TALAUD ISLANDS, MINDANAO, VISAYAN",4.8,127.4,170,,,,,,,,,,,111758563
268,No,1969,10,6.3,7,CHINA,CHINA:  XINJIANG PROVINCE:  WUSHI,41.45,79.367,40,4,1,,,1,3,,3,,,796025000
269,Yes,1969,13,7.4,8,INDONESIA,"INDONESIA:  SULAWESI:  PARASANGA, PALETOANG",-3.1,118.9,170,64,2,,97,2,3,1287,4,,,111758563
270,Yes,1969,22,7.8,7,PORTUGAL,"PORTUGAL; MOROCCO:  RABAT, SALE; SPAIN:  CANARY IS",36.017,-10.95,130,25,1,,80,2,2,,3,,4,8757705
271,No,1969,12,5.6,8,TURKEY,"TURKEY:  DEMIRCI, GORDES, SINDIRGI",39.2,28.5,140,,,,,,3,,,,,34055390
272,No,1969,9,6.5,,TURKEY,"TURKEY:  ALASEHIR, SARIGOL, KIRAZ",38.6,28.4,140,53,2,,,,3,,,,,34055390
273,No,1969,35,6.2,9,ETHIOPIA,ETHIOPIA:  SARDO,11.9,41.21,10,40,1,,160,3,1,,3,,,27652709
274,Yes,1969,33,7,,EGYPT,"EGYPT:  BENI-SOUEF, AL-QAHIRAH (CAIRO)",27.7,34,15,2,1,,16,1,3,107,3,,,0
275,No,1969,33,5.5,,ALBANIA,ALBANIA:  SOUTHERN,40.7,19.8,130,1,1,,,,2,,,,,2081695
276,Yes,1969,41,,,JAPAN,JAPAN:  RYUKYU ISLANDS,32.2,132.1,30,,,,,,,,,,,103172000
277,No,1969,9,5.1,,TURKEY,"TURKEY:  DEMIRCI, WESTERN ANATOLIA, ISTANBUL",39.2,28.6,140,,,,,,2,,,,,34055390
278,No,1969,6,7.4,,CHINA,CHINA:  BOHAI SEA,38.2,119.4,30,,,,,,4,,4,,,796025000
279,No,1969,1,5.9,11,PERU,"PERU:  LAMPA-JUNIN,HUAYTAPALLANA",-11.9,-75.1,160,,,,,,3,,,,,13092852
280,No,1969,5,6.4,8,CHINA,CHINA:  GUANGDONG PROVINCE:  YANGJIANG COUNTY,22.317,111.8,30,3000,4,,,,4,10762,4,,,796025000
281,Yes,1969,17,5.4,,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA,-6.6,146.9,170,,,,,,,,,,,2718811
282,No,1969,33,4.7,7,ITALY,ITALY:  PERUGIA,43.2,12.4,130,,,,4,1,1,,,,,53537950
283,Yes,1969,30,8.2,9,RUSSIA,"RUSSIA:  SHIKOTAN ISLAND, KURILSKIYE",43.6,147.9,50,,,,,,2,,,,,0
284,No,1969,,5.5,7,CHINA,CHINA:  XINJIANG PROVINCE,39.7,74.8,40,,,,,,1,10,1,,,796025000
285,No,1969,33,6.3,,SOUTH AFRICA,SOUTH AFRICA:  CAPE PROVINCE,-32.9,19.7,10,12,1,,,,3,,,,,21496075
286,No,1969,43,6.2,11,PERU,"PERU:  HUAYTAPALLANA, LAMPA, CHILIFRUTA",-11.7,-75.1,160,150,3,,,,2,,,,,13092852
287,No,1969,10,4.8,8,USA,CALIFORNIA:  SANTA ROSA,38.467,-122.692,150,1,1,,,,3,,,,,202677000
288,No,1969,33,5.8,,SOUTH AFRICA,SOUTH AFRICA:  TULBAGH,-33.1,19.6,10,,,,,,2,,,,,21496075
289,No,1969,33,6,8,BOSNIA-HERZEGOVINA,BALKANS NW:  BOSNIA-HERZEGOVINA:  BANJA LUKA,44.9,17.3,130,14,1,,,,4,,,,,0
290,No,1969,33,6.4,9,BOSNIA-HERZEGOVINA,"BALKANS NW:  BOSNIA-HERZEGOVINA:  KAKASI, JABLAN",44.9,17.2,130,9,1,,,,3,,,,,0
291,No,1969,20,7.7,,INDONESIA,INDONESIA:  OFF NW COAST SUMATERA,2.1,94.6,60,,,,,,,,,,,111758563
292,Yes,1969,51,7.3,10,RUSSIA,RUSSIA:  OFF KAMCHATKA,57.7,163.6,50,,,,,,1,,,,,0
293,No,1969,27,4.2,,ECUADOR,"ECUADOR:  SASQUISILI, PUJILI, LATACUNGA",-0.8,-78.3,160,,,,,,3,,,,,5895367
294,Yes,1969,7,7.2,6,GUADELOUPE,GUADELOUPE: GRAND BOURG,15.8,-59.7,90,,,,,,1,,,,,0
295,No,1970,31,7.8,10,CHINA,CHINA:  YUNNAN PROVINCE; VIETNAM:  HANOI,24.1,102.5,30,10000,4,,,,3,,3,,3,818315000
296,Yes,1970,73,7.6,6,PHILIPPINES,PHILIPPINES:  MINDANAO,6.8,126.7,170,,,,,,,,,,,35803594
297,No,1970,11,7.1,,PHILIPPINES,"PHILIPPINES:  LUZON, ROMBLON I; TABLAS I:  ODIONGAN",12.6,122.1,170,3,1,,,2,2,,,,,35803594
298,No,1970,35,5.4,9,PERU,"PERU:  PANAO,CHACLLA,QUERO,AYLLAMARCA,LA LINDA",-9.9,-75.6,160,12,1,,,,3,,3,,,13459794
299,Yes,1970,29,6,5,USA,ALASKA:  ANDREANOF ISLANDS,57.5,-153.9,150,,,,,,1,,,,,205052000
300,No,1970,23,4.8,,IRAN,"IRAN:  BADALAN,QERIS,BATCHI,DIZEH,PESAK,HESAR",38.6,44.7,140,5,1,,,,2,,3,,,0
301,No,1970,3,5.4,,INDIA,INDIA:  BROACH,21.7,73,60,26,1,,200,3,2,,,,,555189792
302,No,1970,20,7.4,10,TURKEY,TURKEY:  GEDIZ,39.2,29.5,140,1086,4,,1174,4,4,8229,4,8229,4,34876303
303,Yes,1970,40,7.3,6,PHILIPPINES,PHILIPPINES:  LUZON,15.78,121.71,170,15,1,,200,3,2,,,,,35803594
304,No,1970,18,5.7,8,TURKEY,"TURKEY:  DEMIRCI, MANISA",39.1,28.7,140,,1,,43,1,,150,3,150,3,34876303
305,No,1970,17,5.7,,RUSSIA,RUSSIA:  DAGESTAN,43,47,40,,,,,,1,,1,,1,0
306,Yes,1970,44,6.5,8,RUSSIA,RUSSIA:  DAGESTAN,43,47.1,40,,3,,,,3,,2,,2,0
307,Yes,1970,43,7.9,10,PERU,"PERU: NORTHERN, PISCO, CHICLAYO",-9.2,-78.8,160,66794,4,,50000,4,4,,3,,3,13459794
308,No,1970,20,6.6,,KAZAKHSTAN,KAZAKHSTAN:  ALMA-ATA,42.5,78.8,40,,,,,,3,5000,4,,,13036139
309,No,1970,33,7.6,,AUSTRALIA,AUSTRALIA:  MACQUARIE ISLAND,-59.1,157.8,170,,,,,,,,,,,12507000
310,Yes,1970,10,6,,CHILE,CHILE:  SOUTHERN,-52,-73.8,160,,,,,,,,,,,9783134
311,Yes,1970,44,6.4,,CHILE,CHILE:  NORTHERN,-22.28,-70.55,160,,,,,,,,,,,9783134
312,No,1970,12,7.5,,CANADA,"CANADA:  QUEEN CHARLOTTE ISLANDS, BRITISH COLOMBIA",51.8,-131,150,,,,,,,,,,,21324000
313,No,1970,27,4.9,,TURKEY,TURKEY:  SIVAS,38.8,36.7,140,1,1,,,,2,150,3,150,3,34876303
314,Yes,1970,34,7,,JAPAN,"SEIKAIDO, JAPAN",32.2,131.7,30,,,,13,1,1,,,,,104345000
315,No,1970,16,6.7,8,IRAN,"IRAN:  KARNAVEH, MAREV",37.8,55.9,140,220,3,,220,3,3,2000,4,2000,4,0
316,No,1970,651,7.1,,PERU,PERU:  JUIN  PROVINCE FELT ARGENTINA TO MEXICO CITY,-1.5,-72.6,160,1,1,,,2,2,,,,,13459794
317,No,1970,39,7.5,,SOLOMON ISLANDS,SOLOMON ISLANDS,-14.095,166.57,170,,,,,,,,,,,160250
318,No,1970,5,5.5,7,CROATIA,BALKANS NW:  CROATIA:  KNIN,44,16,130,,,,8,1,2,,,,,4412252
319,No,1970,8,6.6,,COLOMBIA,COLOMBIA:  BAHIA SOLANO,6.2,-77.6,160,,,,2,1,1,104,3,,,21480065
320,Yes,1970,,5.1,,NEW ZEALAND,NEW ZEALAND,-44.64,173.62,170,,,,,,,,,,,2810700
321,Yes,1970,33,5.3,7,PHILIPPINES,"PHILIPPINES:  BATAN ISLANDS:  BASCO, SABTANG",20.6,122,170,,,,,,2,,3,,3,35803594
322,Yes,1970,8,7.3,8,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  MADANG,-4.907,145.471,170,15,1,,20,1,2,800,3,800,3,2783121
323,Yes,1970,33,6,,CHILE,CHILE:  NORTHERN,-20.94,-69.81,160,,,,,,,,,,,9783134
324,Yes,1970,7,5.1,,RUSSIA,RUSSIA:  BLACK SEA,43.84,39.34,40,,,,,,,,,,,0
325,No,1970,25,7.6,10,PERU,PERU:  N;  ECUADOR:  S,-4,-80.7,160,82,2,,350,3,3,,,,,13459794
326,No,1971,34,8.1,9,INDONESIA,"INDONESIA:  NEW GUINEA: IRIAN JAYA:DJAJAPURA,SENTANI",-3.1,139.7,170,,,,,,2,,1,,2,117880144
327,No,1971,40,7.1,6,INDONESIA,"INDONESIA:  NATAL, SIBOLGA, TARUTUNG, PASAMAN",0.6,98.8,60,,,,,,2,,,,,117880144
328,No,1971,33,4.6,8,ITALY,ITALY:  TUSCANIA,42.5,11.8,130,24,1,,150,3,4,40,1,1678,4,54073490
329,No,1971,8,6.5,11,USA,CALIFORNIA:  SAN FERNANDO,34.412,-118.4,150,65,2,,2000,4,4,,,,,207661000
330,No,1971,39,5.3,,IRAN,"IRAN:  JAILAN,BOKRAN,HOSSEINABAD,SHARIFABAD",36.6,55.6,140,1,1,,,,2,,,,,0
331,No,1971,10,5.1,,IRAN,"IRAN:  DASHT-E-ARJAN,KHAN-E-ZENYAN,SHIRAZ",29.8,51.9,140,,,,,,3,,,,,0
332,No,1971,44,5.9,,IRAN,"IRAN:  TAZARJ,BARGHANY,MADANUIYEH,BARAFTAB,DARAGAH",28.3,55.6,140,1,1,,,,3,,,,,0
333,Yes,1971,43,7.1,6,USA,ALASKA:  ANDREANOF ISLANDS,51.4,-177.2,150,,,,,,,,,,,207661000
334,No,1971,23,5.9,6,TURKEY,TURKEY:  BURDUR,37.6,29.8,140,100,2,,,3,3,,,,,35720599
335,No,1971,3,6.7,8,TURKEY,TURKEY:  BINGOL,38.8,40.5,140,1000,3,,,2,2,,,,,35720599
336,No,1971,57,6.1,,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC:  SANTO DOMINGO,18,-69.8,90,,,,,2,2,,,,,4627210
337,No,1971,35,5.2,,INDONESIA,"INDONESIA:  JAVA:  BUARAN,BANTAR KAWSUN,JIPANG",-7.2,109.1,60,1,1,,6,1,3,,,1377,4,117880144
338,No,1971,93,6.3,5,CHILE,"CHILE:  CATALINA, ANTOFAGASTA",-25.5,-69.2,160,1,1,,,,2,,,,,9942727
339,Yes,1971,58,7.8,9,CHILE,CHILE:  CENTRAL,-32.5,-71.2,160,83,2,,447,3,4,,3,,,9942727
340,Yes,1971,47,7.9,9,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW IRELAND: BOUGAINVILLE,-5.5,153.9,170,2,1,,5,1,1,,,,,2849532
341,No,1971,7,5.2,,ITALY,ITALY:  PARMA,44.8,10.3,130,2,1,,,,1,,,,,54073490
342,Yes,1971,48,7.9,6,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA  RABAUL,-4.9,153.2,170,,,,,,,,,,,2849532
343,No,1971,135,6.3,7,PERU,PERU-ECUADOR:  GUAYAQUIL,-2.7,-77.4,160,1,1,,,2,2,,,,,13836367
344,Yes,1971,51,7.3,,JAPAN,JAPAN TRENCH,41.4,143.5,30,,,,,,1,,,,,105697000
345,No,1971,27,5.3,,IRAN,IRAN:  BABOL-KENAR,36.3,52.7,140,1,1,,,,2,,,,,0
346,No,1971,,5.9,7,CHINA,CHINA:  SICHUAN PROVINCE:  MABIAN,28.9,103.7,30,,1,,,,1,,1,,,841105000
347,No,1971,45,4.8,,IRAN,IRAN:  BABA KELU,30,50.7,140,,,,,,3,,,,,0
348,Yes,1971,9,7.1,9,RUSSIA,"RUSSIA:  SAKHALIN, MONERON ISLAND",46.5,141.2,50,,,,,,1,,,,,0
349,Yes,1971,29,5.5,,RUSSIA,RUSSIA:  KHOLMSK,46.7,141.4,50,,,,,,,,,,,0
350,Yes,1971,6,6.6,,RUSSIA,RUSSIA:  TATAR STRAIT,46.4,141.2,50,,,,,,,,,,,0
351,Yes,1971,16,6.2,,RUSSIA,RUSSIA:  TATAR STRAIT,46.3,140.9,50,,,,,,,,,,,0
352,Yes,1971,115,7,7,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BISMARCK SEA,-6.5,146.6,170,,,,,,1,,,,,2849532
353,Yes,1971,21,6.1,,RUSSIA,"RUSSIA:  SAKHALIN, MONERON ISLAND",46.4,141.1,50,,,,,,,,,,,0
354,No,1971,54,5.7,9,PERU,PERU:  APURIMAC,-14.1,-73.3,160,5,1,,,,3,,,,,13836367
355,No,1971,40,7.1,7,VANUATU,"VANUATU ISLANDS:  ESPIRITU SANTO, PORT VILA",-15.5,167.2,170,1,1,,,2,3,,,,,88010
356,Yes,1971,2,5.7,,USA,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,51.5,179.1,150,,,,,,,,,,,207661000
357,No,1971,106,6.3,,RUSSIA,"RUSSIA:  OFF KAMCHATKA, SHEMYA",52.9,159.2,50,,,,,,,,,,,0
358,Yes,1971,33,7.8,10,RUSSIA,"RUSSIA:  OFF KAMCHATKA, SHEMYA, ATTU",56,163.3,50,,,,,,,,,,,0
359,No,1972,33,7.6,5,TAIWAN,TAIWAN,22.6,122.1,30,,,,,,,,,,,0
360,Yes,1972,33,7.5,6,TAIWAN,TAIWAN,22.5,122.3,30,1,1,,,,1,5,1,,,0
361,No,1972,33,7.7,,TAIWAN,TAIWAN,23,122.2,30,,,,,,1,,,,,0
362,No,1972,25,4.8,,ITALY,"ITALY:  CENTRAL, ANCONA",43.8,13.3,130,1,1,,2,1,2,,,,,54381345
363,No,1972,21,4.5,,IRAN,"IRAN:  DEH KOHNEH,SA'DABAD,BORAZJAN",29.7,50.9,140,,,,,,3,,,,,0
364,Yes,1972,56,7.2,10,JAPAN,"JAPAN:  S OF HONSHU:  HACHIJOJIMA, TOKYO",33.3,140.8,30,,,,,,2,,,,,107188000
365,No,1972,64,6.1,9,PERU,PERU:  JUANJUI,-6.8,-76.8,160,7,1,,50,1,3,,,,,14221961
366,No,1972,11,6.9,9,IRAN,"IRAN:  QIR,KARZIN, JAHROM, FIRUZABAD",28.4,52.8,140,30000,4,,1700,4,4,,4,,,0
367,No,1972,33,6.9,5,TAIWAN,TAIWAN:  HUALIEN,23.6,121.6,30,4,1,,11,1,2,,,,,0
368,No,1972,50,7.2,6,PHILIPPINES,"PHILIPPINES:  MINDORO, LUZON, MANILA",13.4,120.3,170,,,,,,2,,,,,37923396
369,Yes,1972,39,6.6,7,CHILE,CHILE:  CENTRAL,-30.5,-71.8,160,,,,,,,,,,,10103674
370,No,1972,325,7.8,,INDONESIA,INDONESIA:  CELEBES SEA,3.9,124.3,170,,,,,,,,,,,121017314
371,No,1972,4,4.4,,ITALY,ITALY:  ANCONA,43.8,13.3,130,2,1,,,,4,,,,,54381345
372,No,1972,47,6.1,6,AFGHANISTAN,"AFGHANISTAN:  HINDU KUSH:  SARSANGI, NARIN COUNTIES",36.2,69.7,40,11,1,,15,1,2,,3,,3,11791215
373,No,1972,31,5.3,,IRAN,"IRAN:  MISHAN-E-MARKAZI,TALKHAB,MISHAN SOFLA",30.1,50.8,140,,,,,,2,,,,,0
374,Yes,1972,25,7.6,7,USA,"ALASKA:  SITKA, JUNEAU",56.82,-135.68,150,,,,,,1,,,,,209896000
375,Yes,1972,10,7.1,5,SOLOMON SEA,W. SOLOMON SEA,-6,152.9,170,,,,,,,,,,,0
376,No,1972,36,6.2,,PAKISTAN,"PAKISTAN:  TANGIR, GUPIS, RAWALPINDI, PESHAWAR",36,73.4,60,100,2,,,,3,1000,3,1000,3,61381987
377,No,1972,33,5.3,8,FRANCE,"FRANCE:  LABOIRIE, ARCEAU, SAINT-PIERRE D'OLERON",46,-1.1,120,,,,,,2,,,,,52793138
378,No,1972,83,6,8,GREECE,"GREECE:  CORINTHIA, ARCADIA",37.9,22.4,130,,,,,,2,,,,,8888628
379,No,1972,33,6.3,7,GREECE,"GREECE: LIXOURI, CHAVRIATA, DAMOULIANATA,KOUVALATA",38.3,20.3,130,,,,,,2,40,1,,,8888628
380,No,1972,32,7,5,NEW CALEDONIA,"NEW CALEDONIA:  LOYALTY ISLANDS:  TANNA, ANATOM",-20,168.8,170,,,,,,,,,,,125500
381,Yes,1972,73,7.4,6,PHILIPPINES,"PHILIPPINES:  MINDANAO, DAVAO",6.5,126.6,170,,,,,,1,,,,,37923396
382,Yes,1972,66,7.4,10,JAPAN,"JAPAN:  S OF HONSHU, HACHIJOJIMA",33.3,140.7,30,,,,,,1,,,,,107188000
383,No,1972,5,6.2,,NICARAGUA,NICARAGUA:  MANAGUA,12.4,-86.1,100,10000,4,,20000,4,4,,,,,2558699
384,Yes,1972,60,5.4,,CHILE,CHILE:  CENTRAL,-30.6,-71,160,,,,,,,,,,,10103674
385,Yes,1973,43,7.5,,MEXICO,"MEXICO:  S, FARIAS, TECOMAN",18.48,-103,150,56,2,,390,3,2,,2,,,56324303
386,No,1973,33,7.6,10,CHINA,CHINA:  SICHUAN PROVINCE,31.4,100.58,30,,,,,,2,168,3,,,881940000
387,No,1973,38,5.1,6,NEW ZEALAND,NEW ZEALAND:  HAWKES BAY,-39.58,176.57,170,,,,,,2,,,,,2961300
388,No,1973,8,5.7,7,USA,CALIFORNIA:  OXNARD,34.1,-119,150,,,,,,2,,,,,211909000
389,No,1973,27,5.2,,IRAN,"IRAN:  KHABIS,HENGAM ISLAND",28.58,52.62,140,,,,,,3,,,,,0
390,Yes,1973,27,7.2,8,RUSSIA,"RUSSIA:  KURIL ISLANDS, HIROO, URAKAWA",50.5,156.6,50,,,,,,2,,,,,0
391,No,1973,13,5.5,5,AUSTRALIA,"AUSTRALIA:  WOLLONGONG, SYDNEY",-34.13,150.27,170,,,,,,1,,,,,13380000
