,FLAG_TSUNAMI,YEAR,FOCAL_DEPTH,EQ_PRIMARY,INTENSITY,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,POPULATION
1954,No,2012,11,6.7,,PHILIPPINES,PHILIPPINES:  NEGROS ORIENTAL PROVINCE,9.999,123.206,170,51,2,2,112,3,3,15000,4,,,97212638
1955,No,2012,28,5.9,,TAIWAN,TAIWAN:  PINGTUNG,22.661,120.891,30,,,,,,1,,,,,0
1956,No,2012,10,5.2,,IRAN,IRAN:  RAVAR,31.428,56.778,140,,,,6,1,1,,,,2,0
1957,No,2012,37,5.6,,PHILIPPINES,PHILIPPINES:  MASBATE ISLAND,12.354,123.7,170,,,,10,1,1,1,1,,2,97212638
1958,Yes,2012,16,6.7,,VANUATU,VANUATU ISLANDS,-19.125,169.613,170,,,,,,,,,,,249499
1959,Yes,2012,12,6.9,,JAPAN,JAPAN:  HOKKAIDO,40.887,144.944,30,,,,,,,,,,,127629000
1960,No,2012,18,5.8,,PHILIPPINES,PHILIPPINES:  SURIGAO,10.037,125.633,170,,,,55,2,1,4,1,,1,97212638
1961,Yes,2012,20,7.4,8,MEXICO,"MEXICO:  GUERRERO, OAXACA",16.493,-98.231,150,2,1,,13,1,3,800,3,,,117274155
1962,No,2012,41,7.2,,CHILE,"CHILE:  PARRAL, SANTIAGO",-35.2,-72.217,160,1,1,,14,1,1,,,,2,17400347
1963,Yes,2012,20,8.6,,INDONESIA,INDONESIA:  N SUMATRA:  OFF WEST COAST,2.327,93.063,60,10,1,,12,1,1,,,,2,248452413
1964,Yes,2012,25,8.2,,INDONESIA,INDONESIA:  N SUMATRA:  OFF WEST COAST,0.802,92.463,60,,,,,,,,,,,248452413
1965,Yes,2012,11,6.3,,VANUATU,VANUATU ISLANDS,-18.972,168.741,170,,,,,,,,,,,249499
1966,No,2012,29,6.7,,CHILE,CHILE:  VALPARAISO,-32.625,-71.365,160,2,1,,,,1,,,,2,17400347
1967,No,2012,10,5.4,,IRAN,"IRAN:  MOURMOURI, ABDANAN, DEHLORAN",32.747,47.726,140,,,,8,1,2,,,,3,0
1968,No,2012,11,5.7,,AZERBAIJAN,AZERBAIJAN:  ZAGATALA,41.549,46.789,40,,,,50,1,3,3100,4,,1,9295784
1969,No,2012,43,5.4,,INDIA,"INDIA:  ASSAM:  KAMRUP, GUWAHATI",26.175,92.889,60,,,,2,1,1,,,,2,1265782790
1970,No,2012,10,5.7,,TAJIKISTAN,TAJIKISTAN,38.612,70.354,40,1,1,,,,2,,3,,,7874835
1971,No,2012,10,6.3,,CHILE,CHILE:  ARICA; PERU:  TACNA,-17.678,-69.591,160,,,,,,1,,,,,17400347
1972,No,2012,10,4.1,,BRAZIL,BRAZIL:  MONTES CLAROS,-16.764,-43.999,160,,,,,,1,,,6,1,199287296
1973,No,2012,6,6.1,,ITALY,ITALY:  EMILIA ROMAGNA:  MIRANDOLA,44.89,11.23,130,7,1,,,1,4,,,,3,59539717
1974,No,2012,5,5.1,,ITALY,ITALY:  SANT'AGOSTINO,44.831,11.49,130,,,,,,1,,,,,59539717
1975,No,2012,10,5.6,7,BULGARIA,BULGARIA: PERNIK,42.645,22.968,110,,,,,,2,,,90,2,7305888
1976,No,2012,10,5.9,,ITALY,"ITALY:  EMILIA ROMAGNA:  MEDOLLA, MIRANDOLA, CAVEZZO",44.851,11.086,130,17,1,,350,3,4,,,,,59539717
1977,No,2012,50,5.8,,INDONESIA,INDONESIA:  JAVA,-7.692,106.371,60,,,,2,1,1,,,23,1,248452413
1978,No,2012,35,6.1,,TURKEY,TURKEY:  FETHIYE; GREECE:  RHODES,36.42,28.88,140,,,,6,1,1,,,,2,74653016
1979,No,2012,16,5.8,,AFGHANISTAN,AFGHANISTAN:  HINDU KUSH,36.023,69.351,40,75,2,,13,1,2,143,3,593,3,31161376
1980,No,2012,5,5.3,,TURKEY,TURKEY:  SIRNAK,37.294,42.325,140,,,,23,1,1,,,25,1,74653016
1981,No,2012,10,5.5,,CHINA,CHINA:  YUNNAN AND SICHUAN PROVINCES,27.767,100.781,30,4,1,,394,3,4,6768,4,,,1350695000
1982,No,2012,18,6.3,,CHINA,CHINA:  XINJIANG PROVINCE,43.433,84.7,40,,,,52,2,4,,,30000,4,1350695000
1983,No,2012,10,4.9,,CHINA,CHINA:  JIANGSU PROVINCE,32.978,119.593,30,1,1,,2,1,1,,,,,1350695000
1984,No,2012,22,6.5,,INDONESIA,INDONESIA: BANDA ACEH,2.707,96.045,60,1,1,,,,1,,,20,1,248452413
1985,No,2012,20,6.4,,SOLOMON ISLANDS,SOLOMON ISLANDS: GUADALCANAL,-9.694,159.727,170,,,,,,1,26,1,,,556064
1986,No,2012,11,6.5,,IRAN,"IRAN:  AHAR, HARIS, VARZAGAN",38.329,46.826,140,306,3,,3000,4,4,,4,,4,0
1987,No,2012,583,7.7,,RUSSIA,RUSSIA:  SAKHALIN ISLAND,49.8,145.064,50,,,,,,,,,,,0
1988,No,2012,10,6.3,,INDONESIA,"INDONESIA:  SULAWESI:  SIGI, PARIGI MOUNTONG",-1.315,120.096,170,6,1,,43,1,4,471,3,1097,4,248452413
1989,Yes,2012,28,7.3,,NICARAGUA,NICARAGUA:  OFF THE COAST,12.139,-88.59,100,,,,,,,,,,,5982526
1990,Yes,2012,28,7.6,,PHILIPPINES,"PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN",10.811,126.638,170,1,1,,1,1,1,,1,,,97212638
1991,Yes,2012,35,7.6,,COSTA RICA,COSTA RICA:  NICOYA,10.085,-85.315,100,2,1,,20,1,1,,2,,,4688000
1992,No,2012,10,5.6,,CHINA,CHINA: YUNNAN PROVINCE:  ZHAOTONG:  YILIANG,27.575,103.983,30,81,2,,821,3,4,37000,4,133000,4,1350695000
1993,No,2012,10,5,,INDIA,"INDIA:  DEURALA, JAISINGHNAGAR, KOTMA, SARAI, UMARIA",23.739,81.314,60,,,,,,1,,2,1,1,1265782790
1994,Yes,2012,14,7.7,,CANADA,CANADA:  QUEEN CHARLOTTE ISLANDS,52.788,-132.101,150,,,,,,1,,,,1,34714222
1995,Yes,2012,24,7.3,,GUATEMALA,"GUATEMALA:  SAN MARCOS, SAN CRISTOBAL COCHU",13.988,-91.895,100,48,2,,155,3,3,2769,4,7561,4,14781942
1996,No,2012,14,6.8,,MYANMAR (BURMA),MYANMAR (BURMA):  SHWEBO,23.005,95.885,60,26,1,,230,3,2,251,3,,,0
1997,No,2012,10,5.1,,CHINA,CHINA:  XINJIANG PROVINCE:  RUOQIANG,40.411,90.355,40,,,,,,1,,,,2,1350695000
1998,No,2012,14,5.7,,IRAN,IRAN:  KHORASAN PROVINCE,33.506,59.571,140,8,1,,12,1,1,,,,1,0
1999,Yes,2012,31,7.2,,JAPAN,JAPAN:  HONSHU:  MIYAGI PREFECTURE,37.89,143.949,30,,,,11,1,,,,,,127629000
2000,Yes,2013,10,7.5,,USA,ALASKA:  SOUTHEASTERN,55.393,-134.652,150,,,,,,,,,,,315993715
2001,No,2013,12,6.1,,INDONESIA,INDONESIA:  SUMATERA:  N,4.927,95.907,60,1,1,,15,1,1,,,71,2,251806402
2002,Yes,2013,24,7.9,8,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-10.799,165.114,170,,,,,,1,,,,,571335
2003,Yes,2013,21,7,,SOLOMON ISLANDS,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-10.928,166.018,170,,,,,,,,,,,571335
2004,No,2013,145,7,,COLOMBIA,"COLOMBIA:  CAUCA, NARINO, VALLE DEL CAUCA, RISARALDA",1.135,-77.393,160,,,,15,1,2,100,2,1900,4,46497267
2005,No,2013,,4.2,,RUSSIA,RUSSIA:  CHELYABINSK (METEOR EXPLOSION),55.15,61.41,40,,,,1000,3,3,,,4000,4,0
2006,No,2013,10,4.9,,CHINA,CHINA:  YUNNAN PROVINCE:  QIAOJIA,27.226,103.071,30,,,,8,1,2,72,2,949,3,1357380000
2007,No,2013,8,5.3,,PERU,PERU:  S,-15.748,-71.425,160,,,,,,1,,,80,2,29773987
2008,No,2013,8,5.4,,CHINA,CHINA:  YUNNAN PROVINCE,25.98,99.812,30,,,,30,1,3,700,3,2500,4,1357380000
2009,No,2013,10,5.1,,CHINA,CHINA:  XINJIAN PROVINCE:  S,40.119,77.466,40,,,,,,2,864,3,,,1357380000
2010,No,2013,19,6,,TAIWAN,"TAIWAN:  NANTOU COUNTY, TAIPEI",23.828,121.215,30,1,1,,86,2,2,,,,3,0
2011,No,2013,12,6.3,,IRAN,"IRAN:  BUSHEHR PROVINCE:  SHANBE, KAKI, SENA",28.428,51.593,140,37,1,,850,3,2,,3,700,3,0
2012,No,2013,4,5.4,,HONDURAS,HONDURAS: ATLANTIDA,15.52,-87.159,100,,,,,,1,12,1,66,2,8798521
2013,No,2013,14,5.8,,JAPAN,JAPAN,34.369,134.828,30,,,,24,1,1,,,,1,127445000
2014,No,2013,80,7.7,,IRAN,IRAN; PAKISTAN:  MASHKAL,28.033,61.996,140,40,1,,300,3,3,,,1000,3,0
2015,No,2013,9,5.8,,JAPAN,JAPAN: MIYAKEJIMA,33.958,139.352,30,,,,3,1,1,,,,2,127445000
2016,No,2013,0,2.1,,USA,TEXAS:  WEST,31.817,-97.088,150,14,1,,200,3,4,50,1,,,315993715
2017,Yes,2013,110,7.2,,RUSSIA,RUSSIA:  KURIL ISLANDS,46.221,150.788,50,,,,,,,,,,,0
2018,No,2013,14,6.6,,CHINA,CHINA:  SICHUAN PROVINCE:  LONGMEN,30.308,102.888,30,196,3,1,11470,4,3,,3,,3,1357380000
2019,No,2013,64,5.5,,AFGHANISTAN,AFGHANISTAN:  KAMA,34.526,70.22,40,18,1,,141,3,2,,,676,3,32269589
2020,No,2013,15,5.7,,INDIA,"INDIA:  KASHMIR:  DODA, KISHTWAR, RAMBAN",33.061,75.863,60,3,1,,90,2,3,1136,4,95532,4,1280846129
2021,No,2013,15,6.1,,IRAN,IRAN:  HORMOZGAN: BASHAGARD,26.56,57.77,140,2,1,,20,1,2,,,,3,0
2022,No,2013,7,4.9,,ALGERIA,ALGERIA:  ALGIERS,36.703,5.261,15,,,,5,1,1,,,,2,38140132
2023,No,2013,598,8.3,,RUSSIA,RUSSIA:  SEVERO KURILSKIYE,54.892,153.221,50,,,,,,,,,,,0
2024,No,2013,10,5.7,,PHILIPPINES,"PHILIPPINES:  N. COTABATO:  KIMADZIL, KIBUGTONGAN",7.275,124.898,170,,,,33,1,1,,,164,3,98871552
2025,No,2013,17,6.3,,TAIWAN,TAIWAN:  JENAI,23.789,121.141,30,4,1,,21,1,1,,,,,0
2026,No,2013,10,5.3,,RUSSIA,RUSSIA:  KEMEROVO,54.263,86.173,40,,,,,,1,,,500,3,0
2027,No,2013,47,5.1,,INDONESIA,INDONESIA:  LOMBOK ISLAND,-8.305,116.058,60,,,,50,1,3,5370,3,1700,4,251806402
2028,No,2013,13,6.1,,INDONESIA,INDONESIA:  BANDA ACEH,4.645,96.665,60,42,1,,2500,4,3,20401,4,,,251806402
2029,No,2013,60,5.7,,INDONESIA,INDONESIA:  JAVA,-8.803,113.002,60,,,,1,1,1,124,3,,,251806402
2030,No,2013,10,4.8,,ALGERIA,ALGERIA:  HAMMAM MELOUANE,36.534,3.086,15,,,,11,1,1,,,,3,38140132
2031,Yes,2013,17,6.5,,NEW ZEALAND,NEW ZEALAND:  COOK STRAIT,-41.704,174.337,170,,,,5,1,1,,,35,1,4442100
2032,No,2013,8,6,,CHINA,"CHINA:   GANSU:  DINGXI, MIN",34.512,104.262,30,94,2,1,1001,4,4,,4,22496,4,1357380000
2033,No,2013,42,5.2,3,INDIA,INDIA:  KASHMIR:  KISHTWAR,33.297,75.95,60,,,,2,1,2,,,,3,1280846129
2034,No,2013,0,5.5,,GREECE,"GREECE:  CENTRAL:   PHTHIOTIS, REGGINI",38.689,22.695,130,,,,,,2,100,2,,,10965211
2035,No,2013,6,5.7,,CHINA,CHINA:  TIBET (XIZANG PROVINCE): QAMDO,30.046,97.957,40,,,,,,2,,,,1,1357380000
2036,No,2013,12,6.5,6,NEW ZEALAND,"NEW ZEALAND:  WELLINGTON, MARLBOROUGH",-41.731,174.027,170,,,,,2,2,,2,,2,4442100
2037,No,2013,21,6.2,8,MEXICO,"MEXICO:  SAN MARCOS, ACAPULCO",16.878,-99.498,150,,,,1,1,1,,,,1,118827161
2038,No,2013,10,5.2,,CHINA,CHINA:  YUNNAN PROVINCE: SHANGRI-LA,28.239,99.328,30,,,,,,1,36,1,36,1,1357380000
2039,No,2013,8,5.8,,CHINA,CHINA:  YUNNAN PROVINCE:  BENZILAN,28.243,99.35,30,5,1,,24,1,3,600,3,55500,4,1357380000
2040,No,2013,66,6.4,7,GUATEMALA,"GUATEMALA:  COATEPEQUE, QUETZALTENANGO",14.606,-92.121,100,1,1,,11,1,1,3,1,,,15043981
2041,Yes,2013,15,7.7,4,PAKISTAN,"PAKISTAN:  AWARAN, KECH",26.951,65.501,60,825,3,,619,3,4,32638,4,14118,4,191262919
2042,No,2013,31,7.1,6,PERU,PERU:  AREQUIPA,-16.15,-74.87,160,,,,,,1,,1,,,29773987
2043,No,2013,12,6.8,,PAKISTAN,PAKISTAN: AWARAN,27.183,65.505,60,22,1,,50,1,,,2,,2,191262919
2044,No,2013,40,6.6,7,GREECE,GREECE:  CRETE:  CHANIA,35.514,23.252,130,,,,1,1,1,,,,1,10965211
2045,No,2013,19,7.1,7,PHILIPPINES,"PHILIPPINES:  BOHOL, CEBU, SIQUIJOR IS",9.88,124.117,170,222,3,1,976,3,4,,4,,4,98871552
2046,No,2013,10,5.5,5,INDONESIA,INDONESIA:  BANDA ACEH,5.103,95.971,60,1,1,,2,1,1,,,160,3,251806402
2047,Yes,2013,10,7.1,4,JAPAN,JAPAN:  HONSHU:  E COAST,37.2,144.6,30,,,,1,1,,,,,,127445000
2048,No,2013,23,5.2,4,TAJIKISTAN,TAJIKISTAN:  VAHDAT,38.41,68.89,40,,,,,,2,104,3,256,3,8059769
2049,Yes,2013,10,7.7,,ANTARCTICA,SCOTIA SEA:  SOUTH ORKNEY ISLANDS,-60.274,-46.401,20,,,,,,,,,,,0
2050,No,2013,10,5.3,,CHINA,CHINA:  JILIN PROVINCE:  SONGYUAN,44.599,124.168,30,,,,,,2,,,5300,4,1357380000
2051,No,2013,4,5.7,4,IRAN,IRAN:  BORAZJAN,29.275,51.313,140,8,1,,200,3,2,250,3,,1,0
2052,No,2014,8,5.3,,IRAN,IRAN:  BASTAK,27.15,54.448,140,1,1,,30,1,1,,,,3,0
2053,No,2014,54,5.6,5,COLOMBIA,COLOMBIA:  SIPI,4.557,-76.644,160,,,,,,2,,,121,3,46969209
2054,No,2014,20,6.4,5,USA TERRITORY,PUERTO RICO,19.043,-66.81,90,,,,,,1,,,,,0
2055,No,2014,28,6.1,7,NEW ZEALAND,"NEW ZEALAND: WELLINGTON, MANAWATU-WANGANUI",-40.66,175.814,170,,,,,,1,,,,1,4509700
2056,No,2014,66,6.1,5,INDONESIA,INDONESIA:  JAVA:  BANYUMAS,-7.986,109.265,60,,,,,,1,1,1,,2,255129004
2057,No,2014,8,6.1,7,GREECE,GREECE:  KEFALONIA,38.208,20.453,130,,,,6,1,4,,,,1,10892413
2058,No,2014,10,5.3,,IRAN,IRAN:  GOHARAN,26.589,57.741,140,,,,,,1,,,,3,0
2059,No,2014,4,6,3,GREECE,GREECE:  KEFALONIA:  LIXOURION,38.244,20.379,130,,,,16,1,1,,,,1,10892413
2060,No,2014,5,4.1,4,USA,OKLAHOMA:  GUTHRIE,35.937,-97.271,150,,,,,,1,,,,,318301008
2061,No,2014,10,6.9,,CHINA,CHINA:  XINJIANG PROVINCE:  YUTIAN,35.905,82.586,40,,,,,,3,67,2,1001,4,1364270000
2062,No,2014,1,4.5,,AUSTRALIA,AUSTRALIA:  KALGOORLIE,-30.686,121.332,60,,,,,,1,,,,,23475686
2063,No,2014,79,6.3,5,JAPAN,JAPAN:  SOUTHWESTERN,33.684,131.825,30,,,,18,1,1,,,,,127276000
2064,Yes,2014,21,6.7,6,CHILE,CHILE:  IQUIQUE,-19.965,-70.814,160,,,,,,1,,,,,17758959
2065,No,2014,4,5.1,6,USA,"CALIFORNIA:  LA HABRA, BREA, FULLERTON",33.863,-117.835,150,,,,,1,3,,,20,1,318301008
2066,Yes,2014,25,8.2,8,CHILE,"CHILE:  NORTHERN:  IQUIQUE, ALTO HOSPICIO",-19.61,-70.769,160,7,1,,,,4,,,2600,4,17758959
2067,Yes,2014,22,7.7,8,CHILE,CHILE:  NORTHERN:  IQUIQUE,-20.571,-70.493,160,,,,,,,,,,,17758959
2068,No,2014,25,5.4,,CHINA,CHINA:  YUNNAN PROVINCE:  XILUODU,28.174,103.619,30,,,,21,1,2,75,2,2700,4,1364270000
2069,No,2014,13,6.1,,NICARAGUA,"NICARAGUA:  NAGAROTE, MANAGUA",12.403,-86.378,100,2,1,,250,3,2,168,3,2210,4,6142733
2070,No,2014,61,7.1,,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND,-6.586,155.049,170,1,1,,,,1,51,2,,,7946731
2071,Yes,2014,23,7.6,,SOLOMON ISLANDS,SOLOMON ISLANDS,-11.27,162.148,170,,,,,,,,,,,587079
2072,Yes,2014,39,7.4,,SOLOMON ISLANDS,SOLOMON ISLANDS,-11.463,162.051,170,,,,,,,,,,,587079
2073,No,2014,10,5.2,,NICARAGUA,"NICARAGUA:  MANAGUA, CIUDAD SANDINO",12.151,-86.281,100,,,,,1,1,7,1,,,6142733
2074,Yes,2014,24,7.2,6,MEXICO,MEXICO:  GUERRERO; MEXICO CITY,17.397,-100.972,150,,,,,,1,,,127,2,120355128
2075,Yes,2014,43,7.5,,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  SOLOMON SEA,-6.755,155.024,170,,,,,,,,,,,7946731
2076,No,2014,6,6.1,5,THAILAND,THAILAND:  CHIANG RAI,19.656,99.67,60,1,1,,32,1,4,20,1,,3,68438730
2077,No,2014,17,6.4,5,MEXICO,MEXICO:  TECPAN,17.235,-100.746,150,,,,,,1,,,,1,120355128
2078,No,2014,15,4.5,,PAKISTAN,PAKISTAN:  NAWABSHAH,26.387,68.358,60,2,1,,70,2,1,,2,,,195306825
2079,No,2014,5,3.6,4,GERMANY,GERMANY:  HESSE,49.799,8.69,120,,,,,,2,,,70,2,80982500
2080,No,2014,10,5,4,ALBANIA,ALBANIA:  BELSH,41.115,19.777,130,,,,,,1,,,,1,2889104
2081,No,2014,23,6.9,6,GREECE,"GREECE, TURKEY",40.24,25.33,130,3,1,,266,3,4,,,,2,10892413
2082,No,2014,10,5.9,,CHINA,CHINA:  YUNNAN PROVINCE:  YINGJIANG,25,97.845,30,,,,45,1,4,3390,4,18000,4,1364270000
2083,Yes,2014,20,6.9,,NEW ZEALAND,NEW ZEALAND:  SSE OF RAOUL ISLAND,-29.977,-177.725,170,,,,,,,,,,,4509700
2084,Yes,2014,109,7.9,,USA,ALASKA:  ALEUTIAN ISLANDS,51.849,178.735,150,,,,,,,,,,,318301008
2085,No,2014,67,6.9,5,MEXICO,MEXICO; GUATEMALA:  SAN MARCOS,14.728,-92.578,150,3,1,,33,1,1,,1,50,1,120355128
2086,Yes,2014,20,6.5,5,JAPAN,JAPAN:  SANRIKU,37.005,142.453,30,,,,3,1,,,,,,127276000
2087,No,2014,5,3.9,5,USA,OKLAHOMA:  HARRAH,35.524,-97.146,150,,,,,,2,,,,2,318301008
2088,Yes,2014,10,6.1,4,USA,ALASKA:  SOUTHEASTERN,58.306,-136.96,150,,,,,,,,,,,318301008
2089,No,2014,107,6.3,5,MEXICO,MEXICO:  OAXACA,17.682,-95.653,150,1,1,,1,1,2,,,,2,120355128
2090,No,2014,30,5.5,6,ALGERIA,ALGERIA:  ALGIERS,36.841,3.301,15,6,1,,420,3,,,,,,38923687
2091,No,2014,12,6.2,,CHINA,"CHINA:  YUNNAN:  LUDIAN:   LONGTOUSHAN, ZHAOTONG",27.189,103.409,30,615,3,3,3143,4,3,25800,4,160400,4,1364270000
2092,No,2014,5,5.5,6,SOUTH AFRICA,SOUTH AFRICA:  ORKNEY,-26.99,26.705,10,1,1,,17,1,2,13,1,1433,4,54545991
2093,No,2014,12,5.1,5,ECUADOR,ECUADOR:  QUITO,-0.018,-78.322,160,2,1,,8,1,1,,,89,2,15951838
2094,No,2014,10,5,2,CHINA,CHINA:  YUNNAN PROVINCE:  YONGSHAN,28.125,103.546,30,,,,6,1,1,,,337,3,1364270000
2095,No,2014,6,6.2,3,IRAN,IRAN:  ILAM PROVINCE:  ABDANAN,32.663,47.673,140,,,,330,2,1,2700,4,17000,4,0
2096,No,2014,11,6.1,8,USA,"CALIFORNIA:  NAPA, VALLEJO",38.216,-122.312,150,1,1,,257,3,4,160,3,1034,4,318301008
2097,No,2014,26,5.2,5,PHILIPPINES,PHILIPPINES:  BARANGAY LUAYON,6.864,125.233,170,,,,1,1,1,15,1,67,2,100513138
2098,No,2014,10,5.1,7,PERU,PERU:  PARURO PROVINCE,-13.843,-71.695,160,8,1,,6,1,1,106,3,,3,30090359
2099,No,2014,9,6.1,,CHINA,CHINA:   YUNNAN PROVINCE:  YONGPING,23.383,100.47,30,1,1,,323,3,1,,1,,,1364270000
2100,Yes,2014,17,7,,CHILE,CHILE: EASTER ISLAND REGION,-32.108,-110.811,160,,,,,,,,,,,17758959
2101,Yes,2014,40,7.3,7,EL SALVADOR,EL SALVADOR:  GULF OF FONSECA,12.526,-88.123,100,1,1,,,,1,5,1,41,1,6295128
2102,Yes,2014,45,7.1,5,INDONESIA,INDONESIA:  N. MOLUCCAS ISLANDS,1.893,126.522,170,,,,,,,,,,,255129004
2103,No,2014,9,5.9,3,CHINA,CHINA:  SICHUAN PROVINCE:  GARZE,30.34,101.737,30,5,1,,65,2,3,30,1,27400,4,1364270000
2104,No,2014,9,6.2,9,JAPAN,"JAPAN:  NAGANO:  HAKUBA, OTARI",36.641,137.888,30,,,,45,1,1,50,1,,2,127276000
2105,No,2014,10,5.6,,CHINA,CHINA:  YUNNAN PROVINCE:  YONGPING,23.358,100.533,30,1,1,,15,1,2,434,3,17000,4,1364270000
2106,No,2014,7,4.9,,ALGERIA,ALGERIA:  BLIDA,36.492,3.025,15,,,,,1,1,,,,1,38923687
2107,No,2015,10,5.3,6,CHINA,CHINA:  SICHUAN PROVINCE:  LESHAN,29.353,103.199,30,,,,11,1,2,,,2000,4,1371220000
2108,Yes,2015,23,6.7,4,JAPAN,JAPAN:  HONSHU,39.856,142.881,30,,,,,,,,,,,127141000
2109,Yes,2015,10,6.4,5,VANUATU,VANUATU ISLANDS,-16.431,168.148,170,,,,,,1,,,,1,271130
2110,No,2015,10,4.5,,CHINA,CHINA:  YUNNAN PROVINCE,23.01,101.755,30,,,,,,1,,,276,3,1371220000
2111,No,2015,7,3.6,,BOSNIA-HERZEGOVINA,BALKANS NW:  BOSNIA-HERZEGOVINA:,44.534,18.934,130,4,1,,1,1,,,,,,0
2112,No,2015,12,5.1,,CHINA,CHINA:  XINJIANG PROVINCE:  SHAWAN,44.133,85.568,40,,,,,,3,,,1728,4,1371220000
2113,No,2015,30,5.4,4,PAKISTAN,PAKISTAN:  BATTAGRAM,34.671,73.278,60,,,,5,1,1,,,2,1,199426964
2114,No,2015,10,4.5,3,PERU,PERU:  AREQUIPA:  CAYLLOMA:  CABANACONDE,-15.693,-71.934,160,,,,,,2,64,2,500,3,30470734
2115,No,2015,11,5.5,,CHINA,"CHINA:   YUNNAN PROVINCE:  CANGYUAN, GENGMA",23.5,98.9,30,,,,39,1,3,220,3,15800,4,1371220000
2116,No,2015,20,4.4,4,SERBIA,BALKANS NW: SERBIA:  KOSJERIC,44.088,19.861,130,,,,,,1,,,100,2,7095383
2117,No,2015,184,6.2,5,COLOMBIA,"COLOMBIA:  ANTIOQUIA, SANTANDER",6.8,-73.01,160,,,,,,3,180,3,2167,4,47520667
2118,No,2015,10,4.6,,CHINA,CHINA:  ANHUI PROVINCE:  FUYANG,33.15,115.8,30,2,1,,13,1,2,155,3,11079,4,1371220000
2119,Yes,2015,41,7.5,6,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-4.729,152.562,170,,,,,,,,,,,8107775
2120,No,2015,29,6.4,4,TAIWAN,TAIWAN:  TAIPEI,24.203,122.316,30,1,1,,1,1,1,,,19,1,0
2121,No,2015,8,7.8,8,NEPAL,NEPAL:   KATHMANDU; INDIA; CHINA; BANGLADESH,28.231,84.731,60,8200,4,3,17866,4,4,299588,4,269107,4,27015031
2122,Yes,2015,10,5.7,,JAPAN,JAPAN:  HONSHU:  S. OF,31.529,140.213,30,,,,,,,,,,,127141000
2123,Yes,2015,55,7.5,,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-5.462,151.875,170,,,,,,1,,,,1,8107775
2124,No,2015,15,7.3,7,NEPAL,NEPAL:   DOLAKHA,27.809,86.066,60,117,3,,2800,4,2,,2,,,27015031
2125,No,2015,664,7.8,6,JAPAN,JAPAN:  BONIN ISLANDS [CHICHIJIMA ISLAND],27.839,140.493,30,,,,12,1,,,,,,127141000
2126,No,2015,10,6,6,MALAYSIA,"MALAYSIA:  SABAH:  LAHAD,DATU,KANAK",5.987,116.541,170,18,1,,,2,1,,,23,1,30270962
2127,No,2015,26,5.3,,INDIA,INDIA:  KOKRAJHAR,26.638,90.41,60,,,,2,1,,,,,3,1310152403
2128,No,2015,10,6.4,,CHINA,CHINA:  S. XINJIANG:  HOTAN,37.6,78.2,40,3,1,,263,3,3,3000,4,,,1371220000
2129,No,2015,32,6.1,,PHILIPPINES,PHILIPPINES:  MINDANAO,10.169,125.891,170,1,1,,,,,,,,,102113212
2130,Yes,2015,12,6.7,,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.307,158.403,170,,,,,,,,,,,603118
2131,Yes,2015,11,7,8,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.401,165.141,170,,,,,,,,,,,603118
2132,No,2015,17,5.1,5,PAKISTAN,PAKISTAN:  ABBOTTABAD,33.856,73.193,60,3,1,,1,1,1,3,1,,,199426964
2133,Yes,2015,23,6.9,,USA,ALASKA,52.214,-169.399,150,,,,,,,,,,,320635163
2134,No,2015,48,7,5,INDONESIA,INDONESIA:  PAPUA,-2.629,138.528,170,1,1,,,,1,1,1,6,1,258383256
2135,No,2015,12,5.9,3,PANAMA,COLOMBIA-PANAMA:  COLOMBIA:  UNGUIA,8.231,-77.315,100,,,,6,1,1,,,45,1,3968487
2136,No,2015,11,5.8,4,RWANDA,RWANDA:  BUKAVU,-2.141,28.897,10,3,1,,30,1,,,,,,11369071
2137,No,2015,10,4.5,4,EL SALVADOR,EL SALVADOR:  ALEGRIA,13.668,-88.478,100,,,,4,1,2,,,92,2,6325124
2138,Yes,2015,22,8.3,9,CHILE,CHILE:  CENTRAL,-31.573,-71.674,160,7,1,1,14,1,4,2305,4,10044,4,17969353
2139,No,2015,10,6.6,5,INDONESIA,INDONESIA:  SORONG,-0.59,131.27,170,,,,62,2,2,,,260,3,258383256
2140,No,2015,33,5.8,7,ARGENTINA,ARGENTINA:  GALPON,-25.442,-64.632,160,2,1,,30,1,1,15,1,,,43131966
2141,No,2015,231,7.5,7,AFGHANISTAN,AFGHANISTAN: HINDU KUSH,36.524,70.368,40,399,3,,1770,4,4,29230,4,79893,4,34413603
